timestamp,duration_s,encrypted_goodput_mbps,frames,fps
2025-11-01T23:55:43.682647431Z,5.029373739,1.505082818025984,148,29.427123073463836
2025-11-01T23:55:48.709115428Z,5.026467887,1.5109345510079053,152,30.239922628993412
2025-11-01T23:55:53.743976908Z,5.034862646,1.6008238092459772,151,29.99088766005634
2025-11-01T23:55:58.765093170Z,5.021115095,1.4562422612620873,150,29.873842196799913
2025-11-01T23:56:03.801117443Z,5.036025458,1.5470295106677356,152,30.18253209156037
2025-11-01T23:56:08.816715863Z,5.015597698,1.4830455805827671,149,29.707326817582413
2025-11-01T23:56:13.823496151Z,5.006780992,1.5253121740700255,152,30.35882740684496
2025-11-01T23:56:18.832474295Z,5.008977811,1.5004067263974548,150,29.94622968195057
2025-11-01T23:56:23.854549229Z,5.022075193,1.5240520513648153,151,30.067251922167706
2025-11-01T23:56:28.885844641Z,5.031295579,1.4757153268812155,151,30.01215047477138
2025-11-01T23:56:33.916343828Z,5.03049889,1.5473677999360418,151,30.016903552084873
2025-11-01T23:56:38.944419017Z,5.028075319,1.4961621540498646,151,30.031371930608106
2025-11-01T23:56:43.978490048Z,5.034070771,1.5043221171274233,151,29.995605320026996
2025-11-01T23:56:49.010855368Z,5.032365358,1.514467145729843,151,30.00577049914586
2025-11-01T23:56:54.039374858Z,5.028519786,1.5014390558868131,151,30.028717480719084
2025-11-01T23:56:59.073346814Z,5.033971938,1.5052288914845358,151,29.996194229877332
2025-11-01T23:57:04.102732975Z,5.029385586,1.5088427542966278,151,30.023548089120403
2025-11-01T23:57:09.131366075Z,5.028633415,1.4903961735695541,151,30.028038939879654
2025-11-01T23:57:14.164346659Z,5.032980955,1.5296382141783804,151,30.002100415259765
2025-11-01T23:57:19.192403552Z,5.028056818,1.4763747246103613,151,30.03148243262354
