timestamp,duration_s,encrypted_goodput_mbps,frames,fps
2025-11-01T23:55:44.404273759Z,5.750650015,1.3163075444089603,148,25.736221055699215
2025-11-01T23:55:50.032490754Z,5.628216957,1.5661315239521956,174,30.915652564457456
2025-11-01T23:55:55.600680098Z,5.568189604,1.5488438098093187,169,30.350977969319885
2025-11-01T23:56:01.170018478Z,5.569338806,1.5053449416594893,168,30.165160686401236
2025-11-01T23:56:06.755552894Z,5.585533675,1.4931600962910676,168,30.077698887027122
2025-11-01T23:56:12.372257942Z,5.616705474,1.5332789016382027,167,29.732732252572447
2025-11-01T23:56:18.118141736Z,5.745883794,1.4396907937188261,169,29.4123595357905
2025-11-01T23:56:23.697147786Z,5.579006309,1.5760326325166016,174,31.188349745958316
2025-11-01T23:56:28.697917400Z,5.000768503,1.595313199404064,168,33.5948364534802
2025-11-01T23:56:33.742252238Z,5.044335783,1.6111266873607333,151,29.93456551978312
2025-11-01T23:56:38.745961480Z,5.003709186,1.5007906576607348,151,30.177613123977427
2025-11-01T23:56:43.778913284Z,5.0329521,1.5094949940016316,152,30.200962969625717
2025-11-01T23:56:48.812055182Z,5.033141824,1.5071063493242824,152,30.19982454601303
2025-11-01T23:56:53.812963940Z,5.000908795,1.5018710214250168,150,29.994548220909916
2025-11-01T23:56:58.841959929Z,5.028996063,1.498100993840448,152,30.224720420505925
2025-11-01T23:57:03.869459068Z,5.027499176,1.5019348060853863,151,30.034813475621345
2025-11-01T23:57:08.875104981Z,5.00564582,1.5170821654337503,151,30.16593770911263
2025-11-01T23:57:13.901928120Z,5.026822585,1.5199183720545013,151,30.03885604608025
2025-11-01T23:57:19.474710780Z,5.572782937,1.332476086713944,151,27.095977307396783
