timestamp,duration_s,encrypted_goodput_mbps,frames,fps
2025-11-01T10:40:10.139248137Z,5.001272624,1.4166634240253326,159,31.791908170931173
2025-11-01T10:40:15.139944724Z,5.000696791,1.691575465088021,162,32.395485423463256
2025-11-01T10:40:20.143328104Z,5.003383232,1.6237588893930242,163,32.57795624318869
2025-11-01T10:40:25.165270736Z,5.021942687,1.600110654548376,164,32.65668491688225
2025-11-01T10:40:30.166473903Z,5.001203111,1.2544245576032156,162,32.392205716197715
2025-11-01T10:40:35.167879232Z,5.001405366,1.7150571434005215,163,32.59083958842619
2025-11-01T10:40:40.196625601Z,5.028746425,1.6324020553492116,163,32.41364471862389
2025-11-01T10:40:45.226900788Z,5.030275077,1.6425773687366085,164,32.60259081056215
2025-11-01T10:40:50.256351276Z,5.029450487,1.617827637637901,163,32.40910720193357
2025-11-01T10:40:55.569596911Z,5.313245746,1.4497895200498037,153,28.795957746765964
2025-11-01T10:41:01.199288273Z,5.62969127,1.4917777187451347,182,32.32859339371908
2025-11-01T10:41:06.795397541Z,5.596109342,1.4567864031560231,184,32.879986568353935
2025-11-01T10:41:12.369156726Z,5.57375887,1.7166842382616383,181,32.47359712208002
2025-11-01T10:41:17.966705735Z,5.59754925,1.6194172833762919,182,32.51422932991612
2025-11-01T10:41:23.586090305Z,5.6193847550000005,1.631345850067175,181,32.20993185044863
2025-11-01T10:41:29.185775477Z,5.599684153,1.6753244903954139,183,32.68041464480791
2025-11-01T10:41:34.794547875Z,5.608772843,1.572221276710386,180,32.09258157506736
2025-11-01T10:41:39.808646555Z,5.014098976,1.6161659430314366,184,36.69652331968646
2025-11-01T10:41:44.812123698Z,5.003477254,1.6874520601148315,163,32.57734406001159
